Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
251,Leonardo Godoy,ar ARG,DF,Santos,30-176,1995,4.6,102,141,72.3,1670,626,49,57,86.0,48,63,76.2,5,16,31.3,0,0.1,0.1,-0.1,1,7,1,1,8,Matches
252,Davi Goes,br BRA,MF,Juventude,20-121,2005,0.7,29,32,90.6,561,122,11,11,100.0,14,14,100.0,3,5,60.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
253,Bruno Gomes,br BRA,"MF,DF",Internacional,24-200,2001,1.4,65,80,81.3,1024,362,37,40,92.5,21,30,70.0,6,8,75.0,0,0.0,0.1,0.0,1,8,1,1,11,Matches
254,Davi Gomes,br BRA,FW,RB Bragantino,20-137,2005,1.6,33,41,80.5,425,63,24,25,96.0,6,8,75.0,1,1,100.0,0,0.1,0.1,-0.1,1,1,2,0,2,Matches
255,Fredi Gomes,br BRA,DF,Bahia,19-151,2006,1.0,51,57,89.5,847,294,19,21,90.5,27,29,93.1,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
256,Igor Gomes,br BRA,"MF,FW",Atlético Mineiro,26-218,1999,12.8,386,486,79.4,6547,1979,184,218,84.4,144,160,90.0,43,76,56.6,2,1.4,1.4,+0.6,24,50,15,2,65,Matches
257,Carlos Gómez,co COL,FW,Vasco da Gama,23-039,2002,5.0,64,91,70.3,971,134,34,42,81.0,25,34,73.5,3,6,50.0,3,1.3,0.9,+1.7,4,1,4,3,1,Matches
258,Gustavo Gómez,py PAR,DF,Palmeiras,32-168,1993,20.6,739,923,80.1,14997,5041,216,243,88.9,425,469,90.6,95,193,49.2,1,1.0,1.0,0.0,8,56,4,1,51,Matches
259,Nuno Gonçalo Moreira,pt POR,"FW,MF",Vasco da Gama,26-127,1999,23.3,753,947,79.5,11077,2780,463,515,89.9,218,274,79.6,43,91,47.3,5,4.4,4.0,+0.6,40,68,23,10,113,Matches
260,Matheus Gonçalves,br BRA,FW,Flamengo,20-064,2005,0.8,50,61,82.0,772,99,32,35,91.4,14,16,87.5,4,8,50.0,0,0.0,0.0,0.0,2,3,0,0,3,Matches
261,Gregore,br BRA,MF,Botafogo (RJ),31-233,1994,10.9,670,740,90.5,11814,3839,293,312,93.9,298,323,92.3,61,79,77.2,0,0.6,0.6,-0.6,10,77,5,2,67,Matches
262,Guga,br BRA,DF,Fluminense,27-053,1998,9.9,506,629,80.4,7991,2566,258,291,88.7,200,240,83.3,32,75,42.7,1,0.9,1.0,+0.1,6,30,10,4,46,Matches
263,Guilherme,br BRA,"MF,FW",Mirassol,34-153,1991,3.5,129,157,82.2,1834,467,78,88,88.6,36,44,81.8,7,11,63.6,0,0.5,0.3,-0.5,9,16,4,1,17,Matches
264,Guilherme,br BRA,"FW,MF",Santos,30-191,1995,19.3,508,703,72.3,7979,2263,276,323,85.4,179,258,69.4,37,72,51.4,2,2.7,2.4,-0.7,24,40,24,5,64,Matches
265,Guilherme,br BRA,DF,RB Bragantino,23-249,2002,6.8,330,412,80.1,5647,1758,152,165,92.1,158,189,83.6,19,46,41.3,1,0.7,0.7,+0.3,6,21,6,6,15,Matches
266,Ryan Guilherme,br BRA,MF,Cruzeiro,22-318,2002,0.1,11,14,78.6,142,44,7,8,87.5,4,5,80.0,0,0,,0,0.0,0.0,0.0,2,0,0,0,2,Matches
267,Zé Guilherme,br BRA,"DF,FW",Bahia,20-219,2005,1.0,36,42,85.7,575,125,18,19,94.7,13,17,76.5,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
268,Gustavinho,br BRA,MF,RB Bragantino,21-181,2004,3.0,109,153,71.2,1811,642,58,70,82.9,40,49,81.6,10,29,34.5,0,0.1,0.4,-0.1,4,14,4,0,27,Matches
269,Gustavo,br BRA,GK,Juventude,32-225,1993,9.5,229,291,78.7,5959,3589,36,36,100.0,118,119,99.2,68,129,52.7,0,0.0,0.0,0.0,1,1,0,0,0,Matches
270,Luiz Gustavo,br BRA,"MF,DF",São Paulo,38-090,1987,2.3,79,89,88.8,1306,347,39,41,95.1,38,43,88.4,1,3,33.3,0,0.0,0.0,0.0,1,12,2,0,15,Matches
271,Luiz Gustavo,br BRA,DF,Vasco da Gama,19-192,2006,3.2,147,169,87.0,2834,1053,51,54,94.4,84,87,96.6,11,23,47.8,0,0.0,0.0,0.0,0,15,0,0,12,Matches
272,Ryan Gustavo,br BRA,MF,Corinthians,22-098,2003,5.6,199,218,91.3,3308,815,80,89,89.9,108,114,94.7,8,11,72.7,0,0.1,0.1,-0.1,5,17,1,0,23,Matches
273,Yeison Guzmán,co COL,MF,Fortaleza,27-213,1998,2.0,92,112,82.1,1591,520,42,48,87.5,31,39,79.5,13,17,76.5,0,0.3,0.5,-0.3,9,13,1,1,7,Matches
274,Lucas Halter,br BRA,DF,Vitória,25-172,2000,25.8,1048,1187,88.3,20698,7778,277,295,93.9,670,707,94.8,96,169,56.8,1,1.0,0.2,0.0,2,73,1,0,65,Matches
275,Héctor,es ESP,"FW,MF",Corinthians,30-037,1995,2.7,35,45,77.8,429,49,23,30,76.7,8,10,80.0,1,2,50.0,0,0.1,0.0,-0.1,1,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
276,Henrique,br BRA,"FW,MF",São Paulo,18-346,2006,0.5,19,27,70.4,298,158,10,10,100.0,3,4,75.0,3,7,42.9,1,0.5,0.2,+0.5,5,2,1,0,4,Matches
277,Bruno Henrique,br BRA,"FW,MF",Flamengo,34-295,1990,14.0,240,322,74.5,3164,718,150,179,83.8,71,92,77.2,6,11,54.5,0,0.5,1.0,-0.5,10,15,13,4,31,Matches
278,Bruno Henrique,br BRA,MF,Internacional,36-000,1989,13.8,492,586,84.0,8416,2180,230,252,91.3,218,246,88.6,35,67,52.2,0,0.4,0.7,-0.4,5,61,7,2,68,Matches
279,Dalbert Henrique,br BRA,"DF,FW",Sport Recife,32-043,1993,1.2,51,72,70.8,857,273,24,27,88.9,17,24,70.8,7,14,50.0,0,0.0,0.1,0.0,0,4,2,1,6,Matches
280,Gustavo Henrique,br BRA,DF,Corinthians,32-211,1993,15.0,732,819,89.4,16248,4783,143,159,89.9,451,477,94.5,135,173,78.0,0,0.1,0.3,-0.1,1,30,0,0,32,Matches
281,Matheus Henrique,br BRA,"MF,FW",Cruzeiro,27-306,1997,6.5,215,254,84.6,3452,907,117,132,88.6,70,79,88.6,19,26,73.1,0,0.3,0.1,-0.3,5,17,2,0,18,Matches
282,Paulo Henrique,br BRA,DF,Vasco da Gama,29-088,1996,21.7,883,1120,78.8,13407,4338,507,560,90.5,308,392,78.6,48,97,49.5,6,2.9,2.6,+3.1,32,54,28,20,69,Matches
283,Pedro Henrique,br BRA,FW,Ceará,35-127,1990,11.7,177,264,67.0,3182,699,94,114,82.5,56,90,62.2,25,42,59.5,2,1.0,1.1,+1.0,11,9,5,2,14,Matches
284,Pedro Henrique,br BRA,DF,RB Bragantino,30-019,1995,24.9,961,1159,82.9,21592,8209,248,271,91.5,540,590,91.5,167,274,60.9,1,0.7,0.5,+0.3,7,85,8,1,86,Matches
285,Hércules,br BRA,MF,Fluminense,25-001,2000,18.1,764,870,87.8,13051,3204,360,391,92.1,325,363,89.5,60,83,72.3,0,0.1,0.5,-0.1,2,84,11,2,76,Matches
286,Diogo Hereda,br BRA,DF,Sport Recife,27-031,1998,9.4,385,484,79.5,6082,2228,185,204,90.7,167,200,83.5,17,38,44.7,1,0.4,0.8,+0.6,9,32,15,8,47,Matches
287,Marcelo Hermes,br BRA,DF,Juventude,30-262,1995,13.5,481,693,69.4,8587,3894,207,244,84.8,223,283,78.8,43,124,34.7,2,1.9,1.1,+0.1,16,42,6,3,50,Matches
288,José Herrera,ar ARG,FW,Fortaleza,22-188,2003,4.9,133,178,74.7,2225,425,69,84,82.1,53,65,81.5,8,18,44.4,0,0.3,0.4,-0.3,5,8,8,1,12,Matches
289,Lucca Holanda,br BRA,"FW,MF",Internacional,22-202,2003,1.8,24,37,64.9,395,15,13,20,65.0,8,9,88.9,2,4,50.0,0,0.1,0.0,-0.1,2,0,0,0,2,Matches
290,Hudson,br BRA,MF,Juventude,24-280,2001,2.3,75,89,84.3,1407,354,32,36,88.9,36,40,90.0,6,12,50.0,0,0.0,0.0,0.0,0,7,0,0,11,Matches
291,Hugo,br BRA,DF,Corinthians,28-053,1997,3.2,144,174,82.8,2360,948,73,80,91.3,64,73,87.7,7,9,77.8,0,0.1,0.1,-0.1,3,7,2,0,16,Matches
292,Victor Hugo,br BRA,MF,Flamengo,21-163,2004,0.1,5,7,71.4,72,46,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
293,Victor Hugo,br BRA,"MF,FW",Santos,21-163,2004,1.5,60,73,82.2,1000,223,25,28,89.3,29,35,82.9,4,8,50.0,0,0.1,0.1,-0.1,2,10,0,0,8,Matches
294,Victor Hugo,br BRA,DF,Sport Recife,16-313,2008,0.7,20,26,76.9,274,114,14,16,87.5,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
295,Vitor Hugo,br BRA,DF,Atlético Mineiro,34-154,1991,10.8,543,590,92.0,8491,3027,259,271,95.6,246,260,94.6,25,40,62.5,0,0.1,0.4,-0.1,2,31,0,0,28,Matches
296,Huguinho,br BRA,MF,Botafogo (RJ),18-198,2007,0.3,12,12,100.0,213,79,6,6,100.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
297,Hulk,br BRA,"FW,MF",Atlético Mineiro,39-088,1986,19.9,375,541,69.3,6027,1492,206,251,82.1,112,155,72.3,37,82,45.1,3,3.1,3.2,-0.1,43,24,13,7,44,Matches
298,José Hurtado,ec ECU,DF,RB Bragantino,23-302,2001,16.6,612,769,79.6,10766,3842,255,289,88.2,302,358,84.4,45,89,50.6,0,0.6,1.1,-0.6,9,49,13,7,62,Matches
299,Hyan,br BRA,MF,Santos,21-211,2004,0.2,11,13,84.6,188,41,4,4,100.0,6,7,85.7,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches
300,Hyoran,br BRA,"MF,FW",Sport Recife,32-149,1993,3.3,73,113,64.6,1386,469,32,36,88.9,27,40,67.5,11,28,39.3,1,1.0,0.8,0.0,11,9,4,0,20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
301,Iago,br BRA,"DF,MF",Bahia,28-212,1997,5.6,191,228,83.8,2963,789,102,113,90.3,76,91,83.5,10,15,66.7,0,0.3,0.7,-0.3,5,9,6,3,14,Matches
302,Ignácio,br BRA,DF,Fluminense,28-324,1996,8.8,418,472,88.6,7449,2333,155,164,94.5,235,249,94.4,22,45,48.9,0,0.5,0.1,-0.5,2,7,0,0,5,Matches
303,Juan Ignacio Dinenno,ar ARG,FW,Cruzeiro,31-054,1994,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
304,Juan Ignacio Dinenno,ar ARG,FW,São Paulo,31-054,1994,2.9,27,36,75.0,320,42,21,25,84.0,4,9,44.4,1,1,100.0,0,0.1,0.1,-0.1,1,2,0,0,1,Matches
305,Juan Ignacio Ramírez,uy URU,FW,Sport Recife,28-262,1997,3.2,27,41,65.9,310,86,20,26,76.9,5,10,50.0,0,0,,0,0.0,0.1,0.0,1,2,0,0,2,Matches
306,Isaac,br BRA,DF,Atlético Mineiro,21-209,2004,0.1,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
307,Isaque,br BRA,MF,Fluminense,18-180,2007,0.2,5,7,71.4,98,27,1,2,50.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
308,Mateus Iseppe,br BRA,MF,Atlético Mineiro,19-172,2006,0.0,2,3,66.7,35,35,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
309,Ismael,pt POR,MF,Vitória,26-210,1999,0.2,4,4,100.0,88,28,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
310,Zé Ivaldo,br BRA,DF,Santos,28-242,1997,13.1,528,610,86.6,10641,4315,170,185,91.9,291,309,94.2,63,109,57.8,0,0.0,0.3,0.0,0,37,2,0,35,Matches
311,Ivan,br BRA,GK,Internacional,28-111,1997,1.0,12,22,54.5,460,410,3,3,100.0,2,2,100.0,7,17,41.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
312,Leo Jacó,br BRA,"FW,MF",Vasco da Gama,20-198,2005,0.2,1,1,100.0,14,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
313,Jadson,br BRA,MF,Juventude,32-052,1993,26.6,800,995,80.4,14063,4319,360,399,90.2,341,395,86.3,82,142,57.7,1,0.9,0.8,+0.1,20,97,12,4,114,Matches
314,Jair,br BRA,MF,Vasco da Gama,31-056,1994,6.2,383,417,91.8,6456,1519,163,177,92.1,168,178,94.4,32,36,88.9,0,0.3,0.1,-0.3,7,35,1,0,33,Matches
315,Jamerson,br BRA,DF,Vitória,27-042,1998,11.4,477,604,79.0,7609,2449,267,281,95.0,179,227,78.9,29,74,39.2,2,1.0,0.9,+1.0,14,38,6,5,42,Matches
316,Janderson,br BRA,"FW,MF",Vitória,26-168,1999,8.1,96,136,70.6,1294,226,65,76,85.5,25,39,64.1,3,11,27.3,0,0.3,0.2,-0.3,6,5,1,0,12,Matches
317,Jandrei,br BRA,GK,Juventude,32-234,1993,11.0,221,332,66.6,7475,5333,11,11,100.0,108,111,97.3,102,209,48.8,0,0.0,0.0,0.0,1,10,0,0,0,Matches
318,Jardiel,br BRA,FW,Grêmio,20-153,2005,0.3,5,6,83.3,81,32,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
319,Léo Jardim,br BRA,GK,Vasco da Gama,30-215,1995,27.9,674,861,78.3,15348,9269,151,151,100.0,362,368,98.4,125,304,41.1,0,0.0,0.0,0.0,0,3,0,0,0,Matches
320,Jeffinho,br BRA,"FW,MF",Botafogo (RJ),25-295,1999,5.9,145,190,76.3,2331,624,71,86,82.6,59,73,80.8,10,17,58.8,2,0.6,0.8,+1.4,7,16,10,2,21,Matches
321,Jefinho,br BRA,MF,Sport Recife,19-067,2006,0.3,15,16,93.8,195,17,10,11,90.9,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
322,Jefté,br BRA,DF,Palmeiras,21-304,2003,2.1,89,108,82.4,1282,446,51,56,91.1,28,36,77.8,5,9,55.6,1,0.1,0.1,+0.9,2,5,1,0,9,Matches
323,Jemerson,br BRA,DF,Grêmio,33-058,1992,8.6,296,336,88.1,5899,1603,76,84,90.5,179,186,96.2,32,52,61.5,0,0.0,0.1,0.0,0,18,1,0,21,Matches
324,Jemmes,br BRA,DF,Mirassol,25-195,2000,29.0,1178,1327,88.8,20840,7597,496,533,93.1,563,610,92.3,101,144,70.1,0,0.2,0.2,-0.2,5,49,2,1,63,Matches
325,Caíque de Jesus Gonçalves,br BRA,MF,Juventude,30-011,1995,16.6,590,678,87.0,11464,3284,197,220,89.5,304,332,91.6,81,101,80.2,0,0.3,0.4,-0.3,7,51,1,0,56,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
326,Igor Jesus,br BRA,FW,Botafogo (RJ),24-238,2001,9.7,145,204,71.1,2292,381,70,94,74.5,55,68,80.9,11,18,61.1,1,1.2,0.7,-0.2,15,13,5,1,21,Matches
327,Maykon Jesus,br BRA,DF,Vitória,19-318,2005,7.5,180,294,61.2,2971,1247,92,111,82.9,75,129,58.1,11,31,35.5,0,0.3,0.3,-0.3,4,15,4,2,19,Matches
328,Jhon Jhon,br BRA,"MF,FW",RB Bragantino,23-042,2002,23.8,725,979,74.1,13798,4622,314,365,86.0,274,347,79.0,120,223,53.8,4,6.2,5.3,-2.2,73,99,45,6,144,Matches
329,John,br BRA,GK,Botafogo (RJ),29-250,1996,17.0,481,599,80.3,12218,7896,75,77,97.4,291,295,98.6,113,225,50.2,0,0.0,0.0,0.0,0,2,0,0,1,Matches
330,Felipe Jonatan,br BRA,DF,Mirassol,27-248,1998,1.1,38,48,79.2,614,226,19,22,86.4,13,14,92.9,4,7,57.1,0,0.1,0.2,-0.1,3,2,2,2,3,Matches
331,Jonathan,br BRA,DF,Cruzeiro,21-147,2004,6.7,223,253,88.1,4222,1571,85,94,90.4,108,116,93.1,28,37,75.7,1,0.5,0.1,+0.5,2,16,2,1,15,Matches
332,Kaio Jorge,br BRA,FW,Cruzeiro,23-270,2002,22.4,268,363,73.8,3825,615,150,184,81.5,66,85,77.6,22,31,71.0,7,3.0,1.5,+4.0,23,9,10,0,29,Matches
333,Jorginho,it ITA,MF,Flamengo,33-305,1991,11.7,923,1018,90.7,14655,4508,464,490,94.7,381,412,92.5,54,81,66.7,0,0.4,1.3,-0.4,11,110,19,2,105,Matches
334,José,br BRA,DF,Cruzeiro,20-051,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
335,Willian José,br BRA,FW,Bahia,33-332,1991,14.7,263,336,78.3,3564,646,154,178,86.5,81,106,76.4,8,11,72.7,5,2.8,1.3,+2.2,29,12,10,0,24,Matches
336,Luciano Juba,br BRA,DF,Bahia,26-053,1999,23.1,1130,1353,83.5,19381,5704,555,597,93.0,437,514,85.0,110,187,58.8,3,2.8,3.6,+0.2,29,82,23,9,108,Matches
337,Juninho,br BRA,FW,Flamengo,28-334,1996,3.1,32,39,82.1,435,64,18,22,81.8,12,13,92.3,0,0,,0,0.2,0.1,-0.2,3,1,1,0,4,Matches
338,Juninho,br BRA,DF,Internacional,29-299,1995,13.7,653,749,87.2,11876,4268,271,285,95.1,317,350,90.6,60,98,61.2,0,0.0,0.1,0.0,1,47,1,0,46,Matches
339,Kauê Junior,br BRA,FW,Bahia,16-236,2009,0.0,3,4,75.0,41,1,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
340,Robinho Junior,br BRA,"MF,FW",Santos,17-308,2007,1.2,45,55,81.8,671,209,28,31,90.3,13,16,81.3,3,6,50.0,0,0.3,0.1,-0.3,5,1,1,1,2,Matches
341,José Kadir,pa PAN,"FW,MF",Botafogo (RJ),18-095,2007,0.1,1,1,100.0,17,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
342,Kaiki,br BRA,DF,Cruzeiro,22-227,2003,25.5,712,962,74.0,11242,4277,360,406,88.7,298,396,75.3,40,112,35.7,3,2.8,1.6,+0.2,20,58,18,9,80,Matches
343,Lucas Kal,br BRA,MF,Sport Recife,29-219,1996,0.7,20,26,76.9,370,35,8,11,72.7,11,12,91.7,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
344,Walter Kannemann,ar ARG,DF,Grêmio,34-221,1991,15.1,458,556,82.4,9008,3475,139,153,90.8,268,295,90.8,47,95,49.5,0,0.1,0.1,-0.1,3,29,1,0,26,Matches
345,Kanu,br BRA,DF,Bahia,28-228,1997,1.1,57,60,95.0,1111,392,16,17,94.1,35,36,97.2,6,7,85.7,0,0.1,0.0,-0.1,1,4,0,0,3,Matches
346,Kayke,br BRA,FW,Fortaleza,19-124,2006,0.2,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
347,Kayke,br BRA,"MF,FW",Corinthians,21-176,2004,2.9,66,81,81.5,998,244,35,39,89.7,20,26,76.9,7,10,70.0,0,0.0,0.3,0.0,1,3,5,1,5,Matches
348,Renato Kayser,br BRA,FW,Vitória,29-246,1996,18.2,199,274,72.6,3102,624,105,131,80.2,77,97,79.4,10,18,55.6,0,1.0,0.8,-1.0,10,15,7,0,27,Matches
349,Kenji,br BRA,FW,Cruzeiro,19-264,2006,0.1,5,5,100.0,108,17,1,1,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
350,John Kennedy,br BRA,FW,Fluminense,23-156,2002,3.3,33,52,63.5,454,148,14,23,60.9,14,18,77.8,1,2,50.0,1,0.7,0.4,+0.3,5,2,2,0,6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
351,Keno,br BRA,"FW,MF",Fluminense,36-041,1989,4.4,85,116,73.3,1206,205,47,57,82.5,27,37,73.0,4,8,50.0,2,0.4,0.3,+1.6,7,3,1,0,5,Matches
352,Kevyson,br BRA,DF,Santos,21-206,2004,0.2,2,5,40.0,53,1,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
353,Kevyson,br BRA,DF,Sport Recife,21-206,2004,2.5,96,131,73.3,1555,509,49,54,90.7,41,56,73.2,6,16,37.5,0,0.0,0.0,0.0,0,5,1,0,11,Matches
354,Khellven,br BRA,DF,Palmeiras,24-238,2001,4.7,164,205,80.0,3027,1028,67,76,88.2,74,85,87.1,19,36,52.8,1,0.8,0.6,+0.2,9,12,5,3,10,Matches
355,Gabriel Knesowitsch,br BRA,DF,Mirassol,22-003,2003,4.0,142,158,89.9,2740,956,54,58,93.1,67,72,93.1,20,25,80.0,0,0.0,0.0,0.0,0,7,0,0,11,Matches
356,Benjamín Kuscevic,cl CHI,DF,Fortaleza,29-172,1996,19.0,645,762,84.6,12453,4261,182,200,91.0,399,425,93.9,56,113,49.6,0,0.1,0.1,-0.1,2,28,0,0,34,Matches
357,Derik Lacerda,br BRA,FW,Sport Recife,26-024,1999,13.1,129,166,77.7,1885,455,72,91,79.1,50,59,84.7,2,3,66.7,0,1.2,0.5,-1.2,11,18,2,0,16,Matches
358,Ignacio Laquintana,uy URU,"FW,MF",RB Bragantino,26-262,1999,9.7,168,259,64.9,2497,785,93,119,78.2,57,89,64.0,10,24,41.7,3,1.7,0.9,+1.3,13,8,6,3,19,Matches
359,Joaquín Lavega,uy URU,"FW,DF",Fluminense,20-260,2005,0.7,22,31,71.0,312,72,16,17,94.1,4,9,44.4,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
360,Helton Leite,br BRA,GK,Fortaleza,34-353,1990,4.0,58,84,69.0,1798,1348,5,5,100.0,32,32,100.0,21,47,44.7,0,0.0,0.0,0.0,1,2,0,0,0,Matches
361,Lelê,br BRA,FW,Ceará,28-020,1997,1.2,14,25,56.0,147,34,11,17,64.7,2,6,33.3,0,0,,0,0.0,0.1,0.0,0,0,0,0,2,Matches
362,Mauricio Lemos,uy URU,DF,Vasco da Gama,29-297,1995,2.7,127,138,92.0,2675,716,34,36,94.4,68,72,94.4,22,26,84.6,0,0.0,0.0,0.0,0,8,0,0,5,Matches
363,Rubén Lezcano,py PAR,"MF,FW",Fluminense,21-254,2004,0.6,32,37,86.5,567,143,15,19,78.9,15,15,100.0,2,2,100.0,0,0.1,0.2,-0.1,3,2,4,0,6,Matches
364,Lima,br BRA,"MF,FW",Fluminense,29-132,1996,10.0,372,430,86.5,4869,1000,231,250,92.4,113,124,91.1,12,24,50.0,1,0.8,0.7,+0.2,9,33,2,0,25,Matches
365,Lucas Lima,br BRA,MF,Ceará,25-109,2000,1.4,63,70,90.0,1001,288,37,42,88.1,19,19,100.0,6,7,85.7,0,0.1,0.0,-0.1,1,3,1,0,6,Matches
366,Lucas Lima,br BRA,"MF,FW",Sport Recife,35-104,1990,20.1,793,1041,76.2,15404,5508,340,380,89.5,288,351,82.1,141,243,58.0,5,3.9,5.8,+1.1,68,103,50,12,156,Matches
367,Leonardo Linck,br BRA,GK,Botafogo (RJ),24-232,2001,9.5,206,282,73.0,5110,3570,40,40,100.0,112,113,99.1,50,125,40.0,0,0.0,0.0,0.0,1,4,0,0,0,Matches
368,Kauan Lindes,br BRA,MF,Botafogo (RJ),21-327,2003,0.3,9,9,100.0,121,45,5,5,100.0,3,3,100.0,0,0,,0,0.2,0.1,-0.2,1,2,1,0,3,Matches
369,Samuel Lino,br BRA,"FW,MF",Flamengo,25-302,1999,9.2,324,408,79.4,4700,1158,179,208,86.1,112,133,84.2,14,23,60.9,4,1.6,1.2,+2.4,11,19,12,4,36,Matches
370,Lenny Lobato,br BRA,FW,Sport Recife,24-260,2001,2.7,33,48,68.8,383,72,21,25,84.0,6,9,66.7,1,4,25.0,0,0.1,0.1,-0.1,2,0,1,0,2,Matches
371,David Loiola,br BRA,DF,Botafogo (RJ),22-304,2002,13.3,709,811,87.4,13858,5066,243,257,94.6,356,381,93.4,96,148,64.9,0,0.2,0.3,-0.2,2,38,2,0,45,Matches
372,Marcelo Lomba,br BRA,GK,Palmeiras,38-307,1986,1.0,26,29,89.7,865,666,3,3,100.0,10,10,100.0,13,16,81.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
373,Felipe Longo,br BRA,GK,Corinthians,20-230,2005,1.0,18,27,66.7,394,246,5,5,100.0,8,8,100.0,4,13,30.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
374,Renzo López,uy URU,FW,Vitória,31-188,1994,3.2,47,77,61.0,764,173,24,42,57.1,18,25,72.0,4,5,80.0,0,0.5,0.8,-0.5,8,3,2,1,6,Matches
375,Lourenço,br BRA,MF,Ceará,28-044,1997,13.9,425,566,75.1,8854,2787,132,161,82.0,214,258,82.9,74,119,62.2,1,1.6,1.4,-0.6,21,53,12,2,65,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
376,Lucão,br BRA,GK,RB Bragantino,24-237,2001,4.0,98,128,76.6,2225,1372,28,28,100.0,49,52,94.2,18,44,40.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
377,Ayrton Lucas,br BRA,DF,Flamengo,28-124,1997,7.5,465,513,90.6,7458,2696,235,250,94.0,193,206,93.7,28,39,71.8,0,0.3,0.4,-0.3,5,64,4,3,50,Matches
